FR_1,FR_2,FR_3,FL_1,FL_2,FL_3,BR_1,BR_2,BR_3,BL_1,BL_2,BL_3
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9569720613657647,40.13195983851207,83.33220350457981,0.9569720613657521,43.20024366606774,-83.33220350457981,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9569720613657647,40.13195983851207,83.33220350457981,0.9569720613657521,43.20024366606774,-83.33220350457981,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9567591480971348,40.11792027011077,83.30343905471871,0.9567591480971348,43.18551878460794,-83.30343905471871,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9563735255974629,40.09246557599811,83.25128845136766,0.9563735255974757,43.158822875369545,-83.25128845136766,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9561263599513411,40.07613225649306,83.21782625568083,0.9561263599513411,43.14169399918778,-83.21782625568083,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9558694107211249,40.05913741704324,83.18300953204242,0.9558694107211376,43.12387211499917,-83.18300953204242,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9554786698072834,40.03326412720731,83.13000527613339,0.9554786698072706,43.09674114892608,-83.13000527613339,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.954975049387075,39.99986403880515,83.06158410710512,0.954975049387075,43.06172006829997,-83.06158410710512,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9544110970329001,39.96239251836612,82.98482589670691,0.9544110970329001,43.022433378340786,-82.98482589670691,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9539722282456091,39.93318061529259,82.92498953083403,0.9539722282456091,42.99180891554144,-82.92498953083403,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9537851225146828,39.92071277949294,82.89945163592589,0.9537851225146828,42.978738856432955,-82.89945163592589,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9534625976491288,39.89920193727636,82.85539186789903,0.9534625976491288,42.95618993062267,-82.85539186789903,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.953271315257292,39.88643276158967,82.82923785394128,0.9532713152573048,42.94280509235162,-82.82923785394128,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9530808415273607,39.87370899636158,82.80317726508746,0.9530808415273607,42.929468268725884,-82.80317726508746,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9528276231776938,39.85678058807618,82.76850544259928,0.9528276231776938,42.91172485452311,-82.76850544259928,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9526322014563,39.84370569430544,82.7417266744754,0.9526322014563,42.89802098016995,-82.7417266744754,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.952273885796575,39.81970871724138,82.69257945635744,0.9522738857965622,42.87287073911605,-82.69257945635744,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.952074494253197,39.806341955317876,82.66520417906867,0.952074494253197,42.85886222375079,-82.66520417906867,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9516551873326571,39.7782017266221,82.60757416269406,0.9516551873326571,42.829372436071964,-82.60757416269406,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9513968208190315,39.76084156777365,82.57202228368023,0.9513968208190188,42.81118071590658,-82.57202228368023,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.951200570161223,39.747644452927375,82.54499641638517,0.9512005701612356,42.79735196345779,-82.54499641638517,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.950959192290031,39.731400082856,82.5117307976486,0.950959192290031,42.780330714792605,-82.5117307976486,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9508046289409131,39.720990879411254,82.49041492730757,0.9508046289409258,42.769424047896315,-82.49041492730757,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9504784062785834,39.699002337952216,82.44538789704188,0.9504784062785834,42.74638555908966,-82.44538789704188,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9502580407905571,39.68413448480464,82.4149429469704,0.9502580407905571,42.73080846216576,-82.4149429469704,-0.9569720613657647,43.20024366606774,83.33220350457981
0.9569720613657521,40.13195983851207,-83.33220350457981,-0.9499082222751092,39.66050857672055,82.36656524784402,0.9499082222751092,42.70605667112347,-82.36656524784402,-0.9569720613657647,43.20024366606774,83.33220350457981
